"Table S1.Detailed statistic information of the training, test and true external sets in the Mouse-QSTR models  ",,,,,,,,,,,,,,
Mouse-QSTR Model,Compound Information,,,,Mouse-QSTR Model-Descriptor Value,,,,,,Predicted Activity by  Mouse-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATS3p,F10[C-O],minHBint3,P_VSA_charge_10,P_VSA_charge_14,SM1_Dzm,Predicted endpoint,Residual,HAT i/i (h*=0.4375),
,1680,10864115,True external,-,1.61822909179245,16,0,20.97371238,18.49836724,1.495593475,1.9683,-,0.3675,Good
,1681,10864434,True external,-,1.73720367744644,15,0,8.000175648,7.191330476,2.38589039,2.031,-,0.1601,Good
,1682,10865063,True external,-,1.75581869058528,24,0,20.97371238,0,1.139562495,2.0451,-,0.6693,Good
,1683,10868957,True external,-,1.6340062682985,0,0,0,0,1.246327895,1.968,-,0.0737,Good
,1684,10872100,True external,-,1.60851031415296,6,0,0,0.909874473,1.744859054,1.9878,-,0.0971,Good
,1685,10872776,True external,-,1.56074701501213,2,0,5.243428095,0,0.641031337,1.9626,-,0.0989,Good
,1686,10874445,True external,-,1.52288975344958,5,0,10.48685619,0,1.569396303,2.603,-,0.0442,Good
,1687,10874832,True external,-,1.62223979365871,10,0,20.97371238,28.7653219,2.243390212,2.1533,-,0.4288,Good
,1688,10881029,True external,-,1.50410342252696,0,0,10.48685619,0,0.890296916,2.4776,-,0.0702,Good
,1689,10881256,True external,-,1.57358114994228,4,0,0,0,0.747796737,1.6596,-,0.1319,Good
,1690,10882883,True external,-,1.58056207943867,6,0,0,0,1.638093653,1.9995,-,0.1051,Good
,1691,10882994,True external,-,1.59240511665245,6,0,26.29895155,0,2.136624811,3.5774,-,0.1596,Good
,1692,10883156,True external,-,1.68753086780903,2,0,20.97371238,0,1.495593475,3.0422,-,0.1459,Good
,1693,10883220,True external,-,1.51690872361211,4,0,10.48685619,0,0.498531158,2.143,-,0.1219,Good
,1694,10883616,True external,-,1.57281076181003,4,0,15.73028428,0,0.747796737,2.4721,-,0.1348,Good
,1695,10883811,True external,-,1.61271600698218,4,0,10.48685619,0,1.658247084,2.5858,-,0.0432,Good
,1696,10884382,True external,-,1.55149785083962,8,2.34360349063,13.67243114,0,1.744859054,3.0091,-,0.1455,Good
,1697,10884418,True external,-,1.48722898489481,11,2.3219901367117,13.67243114,0,1.744859054,2.9696,-,0.1697,Good
,1698,10884870,True external,-,1.71271299582522,4,0,10.48685619,0,2.873851218,3.0503,-,0.08,Good
,1699,10885394,True external,-,1.42483979526472,2,0,9.835812978,0,0.926031694,2.4741,-,0.0554,Good
,1700,10885525,True external,-,1.72484542194834,12,0,18.91585923,7.191330476,2.243390212,2.644,-,0.1267,Good
,1701,10885594,True external,-,1.72477272240872,13,0,20.97371238,0,0.997062316,2.3905,-,0.3215,Good
,1702,10885725,True external,-,1.5275643115648,12,0,2.756747554,7.191330476,2.136624811,1.9653,-,0.1143,Good
,1703,10885756,True external,-,1.58168851721486,11,0,0,7.191330476,2.528390569,1.9845,-,0.136,Good
,1704,10886482,True external,-,2.22585081923076,0,0,0,0,4.182259989,2.7258,-,0.2235,Good
,1705,10886526,True external,-,1.4224444347928,13,0,34.02906018,7.191330476,1.246327895,3.2374,-,0.362,Good
,1706,10892389,True external,-,1.64961620756906,1,0,5.243428095,0,1.495593475,2.3044,-,0.0477,Good
,1707,10894201,True external,-,1.52243044809178,4,3.44352440148564,20.32266917,0,1.246327895,3.4249,-,0.2758,Good
,1708,10894431,True external,-,1.58809315109869,0,0,20.97371238,18.49836724,2.243390212,2.9018,-,0.324,Good
,1709,10894460,True external,-,1.65462299479527,0,0,10.48685619,7.191330476,2.014186776,2.5892,-,0.0603,Good
,1710,10895539,True external,-,1.55457865522396,11,3.04101852263989,0,8.101204949,2.243390212,2.2269,-,0.4361,Good
,1711,10895674,True external,-,1.73212372188461,10,0,16.36348688,14.74222646,2.243390212,2.3034,-,0.1502,Good
,1712,10896378,True external,-,1.43620230291874,4,0,15.07924107,0,0.747796737,2.5804,-,0.0935,Good
,1713,10949647,True external,-,1.62293294357213,7,0,5.243428095,7.191330476,2.263452356,2.2264,-,0.0408,Good
,1714,10974399,True external,-,1.64503915833423,4,0,20.97371238,0,2.120952177,3.3097,-,0.1033,Good
,1715,11001743,True external,-,1.40297703971832,2,0,5.243428095,0,1.622421019,2.5854,-,0.0665,Good
,1716,11070929,True external,-,1.61968438708295,6,0,26.21714047,0,2.014186776,3.4876,-,0.1612,Good
,1717,11082115,True external,-,1.44447669179582,8,0,37.98824247,0,2.120952177,4.258,-,0.3778,Moderate
,1718,11735526,True external,-,1.609734460774,4,0,40.64533833,0,2.120952177,4.3615,-,0.506,Moderate
,1719,11826967,True external,-,1.59620671123698,8,0,20.97371238,0,1.622421019,2.9892,-,0.1128,Good
,1720,11952595,True external,-,1.58589373352667,6,3.07556123967622,20.97371238,0,2.405952534,3.8197,-,0.2722,Good
,1721,11952695,True external,-,1.64372311667533,6,2.61598823783881,20.97371238,0,2.405952534,3.7022,-,0.1912,Moderate
,1722,12069730,True external,-,1.75373254045537,4,0,5.243428095,0,2.120952177,2.385,-,0.0551,Good
,1723,12270581,True external,-,1.73877399227272,4,0,13.58832411,0,2.619483335,3.0643,-,0.0624,Good
,1724,12270586,True external,-,1.75010814725,8,0,3.10146792,0,3.901546009,2.9727,-,0.2772,Good
,1725,12297436,True external,-,1.79709767169545,18,0,20.97371238,28.7653219,3.118014493,2.1044,-,0.4454,Good
,1726,12299378,True external,-,1.727925899469,20,0,10.48685619,43.14798286,3.616545652,1.2841,-,0.6442,Good
,1727,12337645,True external,-,2.05481087188571,0,0,6.371149901,1.819748946,4.318847572,3.231,-,0.2292,Good
,1728,12337646,True external,-,1.74098959399999,0,0,6.371149901,1.819748946,3.901546009,3.362,-,0.2699,Good
,1729,12411069,True external,-,1.95613086940152,0,0,10.48685619,0,2.944790553,2.9686,-,0.0871,Good
,1730,12411071,True external,-,1.75855182239076,0,0,10.48685619,0,1.622421019,2.5556,-,0.069,Good
,1731,12411073,True external,-,1.49431282119004,0,0,10.48685619,0,1.622421019,2.8302,-,0.0565,Good
,1732,12411078,True external,-,1.7613991427797,0,0,24.0751803,0,2.120952177,3.4869,-,0.1955,Good
,1733,12510742,True external,-,1.91067406116336,24,0,20.97371238,0,4.38951001,3.4039,-,0.4504,Good
,1734,12627544,True external,-,1.58264328607861,8,3.04996038289393,10.48685619,0,2.120952177,3.0765,-,0.2997,Good
,1735,12966109,True external,-,1.63402921690993,20,0,10.48685619,14.38266095,3.40301485,2.312,-,0.2267,Good
,1736,13007252,True external,-,1.52205365850374,6,3.46787797101788,19.67162596,0,1.871686598,3.6181,-,0.3011,Good
,1737,13364457,True external,-,1.81663523457418,2,0,17.28101824,7.759516037,4.297423051,3.7497,-,0.2939,Good
,1738,13408846,True external,-,2.04151373988354,0,0,13.98746272,0,2.944790553,3.0605,-,0.1146,Good
,1739,13431772,True external,-,1.67056440875374,8,0,20.97371238,0,1.622421019,2.9119,-,0.1308,Good
,1740,13505440,True external,-,1.6298837559995,10,0,22.52444634,14.95084651,4.134769442,3.6045,-,0.2841,Good
,1741,13643757,True external,-,1.3437402910367,10,0.284005881057954,8.744034626,0,3.245372258,3.3458,-,0.3343,Good
,1742,13668661,True external,-,1.20064076686752,3,0,5.243428095,0,1.622421019,2.7612,-,0.1415,Good
,1743,13725443,True external,-,1.56992814214985,0,0,5.243428095,0,1.622421019,2.481,-,0.0458,Good
,1744,13955188,True external,-,1.63821679788372,2,0,5.243428095,7.191330476,1.871686598,2.2,-,0.0319,Good
,1745,13981205,True external,-,1.53369253403033,10,0,20.97371238,1.819748946,3.40301485,3.7525,-,0.2028,Good
,1746,13981208,True external,-,1.6139115298626,8,0,20.97371238,0,2.904483692,3.5703,-,0.1285,Good
,1747,14010418,True external,-,1.53588146573544,2,0,5.243428095,7.191330476,1.871686598,2.3064,-,0.0291,Good
,1748,14147521,True external,-,1.87150923623257,2,0,10.48685619,0,1.622421019,2.3691,-,0.1042,Good
,1749,14419775,True external,-,1.82836973217013,0,0,0,0,1.622421019,1.9419,-,0.0914,Good
,1750,14439095,True external,-,1.6242233149417,8,0,19.67162596,0,1.622421019,2.8929,-,0.1072,Good
,1751,14512870,True external,-,1.62551229033441,8,0,20.97371238,1.819748946,2.619483335,3.3598,-,0.1002,Good
,1752,14532803,True external,-,1.76174470504994,4,3.39244957160058,34.02906018,14.38266095,2.120952177,3.771,-,0.5261,Good
,1753,14751808,True external,-,1.61204621761375,5,0.658200502623858,18.5798476,0,4.140241257,4.2124,-,0.3829,Good
,1754,14751809,True external,-,1.60090233868834,5,1.12734495976931,18.5798476,0,3.835087469,4.1399,-,0.3349,Good
,1755,14848721,True external,-,1.77404019826379,4,0,0,0,1.622421019,1.8602,-,0.108,Moderate
,1756,14848724,True external,-,1.63517738635752,4,0,0,0,1.622421019,2.0045,-,0.0857,Moderate
,1757,15076663,True external,-,1.69593664706643,18,0,20.97371238,1.819748946,3.901546009,3.5408,-,0.2732,Good
,1758,15353045,True external,-,1.77527333827932,6,0,10.48685619,14.38266095,2.120952177,2.0491,-,0.1163,Good
,1759,15353047,True external,-,1.7004211715102,14,0,10.48685619,14.38266095,2.120952177,1.8506,-,0.161,Good
,1760,15683296,True external,-,1.63551284635448,2,0,5.243428095,7.191330476,1.871686598,2.2028,-,0.0317,Good
,1761,15752805,True external,-,1.41445041866283,4,0,0,0,1.622421019,2.2339,-,0.1042,Good
,1762,15869155,True external,-,1.52822998473671,12,0.161319433220561,18.5798476,0,3.245372258,3.5773,-,0.1895,Good
,1763,15870389,True external,-,1.4518140032095,3,0,28.78563209,0,2.548452712,4.148,-,0.2817,Good
,1764,16226213,True external,-,1.78187670062791,1,0,0,0,1.622421019,1.9557,-,0.0847,Good
,1765,16645595,True external,-,1.24974577649937,4,0.697646477354517,19.67162596,0,2.405952534,3.8737,-,0.238,Good
,1766,16645596,True external,-,1.34710409583306,12,0.672173878021339,19.67162596,0,2.690952891,3.6264,-,0.1866,Moderate
,1767,17765065,True external,-,1.62280038400715,10,0,6.794162054,0,2.995576459,2.8029,-,0.1553,Good
,1768,17769047,True external,-,1.23161996359941,3,0,5.243428095,0,1.622421019,2.729,-,0.1263,Good
,1769,17790998,True external,-,1.49832002441727,2,0,13.58832411,0,2.120952177,3.1501,-,0.0776,Good
,1770,17814386,True external,-,1.66538003417488,4,0,0,0,1.622421019,1.9731,-,0.0883,Good
,1771,17843493,True external,-,1.60762652471054,21,0,17.28101824,0,4.867263056,3.8552,-,0.6073,Moderate
,1772,17914583,True external,-,1.36857077880415,27,0.135729444388677,10.48685619,7.191330476,3.67243386,2.7466,-,0.5759,Good
,1773,17979943,True external,-,1.66534328182101,6,0,0,0,1.871686598,2.0207,-,0.1063,Good
,1774,17991644,True external,-,1.25615285511401,4,0,5.243428095,0,2.014186776,2.8522,-,0.1629,Good
,1775,18172654,True external,-,1.62860202129027,6,0,0,0,3.40301485,2.7749,-,0.2638,Good
,1776,18172674,True external,-,1.49984629725442,6,0,0,0,2.904483692,2.6756,-,0.2343,Good
,1777,18178006,True external,-,1.61695895888466,6,0,0,0,1.622421019,1.9544,-,0.107,Good
,1778,18185335,True external,-,1.6043011710637,4,3.80066552680986,5.243428095,0.909874473,2.120952177,2.9827,-,0.5279,Good
,1779,18327845,True external,-,1.82920992809523,0,0,10.48685619,0,1.907421376,2.6154,-,0.07,Good
,1780,18355902,True external,-,1.53171611145856,12,0,19.67162596,18.49836724,2.619483335,2.6547,-,0.1599,Good
,1781,18364625,True external,-,1.70652864379671,12,0,10.48685619,0,3.244842038,2.9539,-,0.1596,Good
,1782,18459632,True external,-,1.69922401808633,0,0,0,0,1.907421376,2.2093,-,0.0685,Good
,1783,18459635,True external,-,2.81202686662069,0,0,0,0,5.021149493,2.5089,-,0.4141,Good
,1784,18515469,True external,-,2.24442971402927,0,0,0,0,3.321785256,2.3041,-,0.1606,Good
,1785,18522616,True external,-,1.43637649753318,8,0,28.85639572,14.38266095,2.619483335,3.5132,-,0.2819,Good
,1786,18539604,True external,-,1.63572319611451,4,0,10.48685619,0,1.907421376,2.6784,-,0.0408,Good
,1787,18683124,True external,-,1.69941826149396,3,0,15.73028428,0,1.622421019,2.784,-,0.0805,Good
,1788,18690720,True external,-,1.53263051606501,2,0,9.835812978,0,1.871686598,2.8042,-,0.0473,Good
,1789,18716673,True external,-,1.5157000612277,6,0.294474469609319,8.744034626,0,3.245372258,3.3065,-,0.2192,Good
,1790,18721173,True external,-,1.63658739321823,4,0,20.97371238,0,1.622421019,3.0853,-,0.1167,Good
,1791,18724647,True external,-,1.56592493445945,19,0.136269928801321,10.48685619,0,4.888037994,3.6438,-,0.6911,Good
,1792,18785338,True external,-,1.77498837326495,0,0,10.48685619,0,1.622421019,2.5385,-,0.0729,Good
,1793,18914772,True external,-,1.65570255635053,8,0,31.46056857,0,3.494107617,4.3437,-,0.3067,Moderate
,1794,18995610,True external,-,1.55312303051042,6,0,15.07924107,9.24918362,4.104506479,3.6283,-,0.3025,Good
,1795,19007903,True external,-,1.48448305752824,31,-0.118058586,20.32266917,0,3.565668459,3.1715,-,0.6965,Good
,1796,19027481,True external,-,1.48312894173673,4,0,5.243428095,7.191330476,1.871686598,2.2921,-,0.0283,Good
,1797,19070379,True external,-,1.30368834088003,14,2.7389633382036,5.243428095,0,3.023007086,3.2715,-,0.6993,Good
,1798,19070386,True external,-,1.3707745385998,11,0.171883611072742,7.571348251,0,3.494637837,3.3252,-,0.3887,Good
,1799,19070387,True external,-,1.31056149705001,14,2.60033025093168,5.243428095,0,2.94021847,3.2084,-,0.6427,Good
,1800,19070388,True external,-,1.37456942414602,15,0.156415773743454,7.571348251,0,3.993168995,3.4143,-,0.5596,Good
,1801,19092013,True external,-,1.62786735069993,5,0,15.07924107,0,1.871686598,2.8723,-,0.0555,Good
,1802,19133375,True external,-,1.2517817176873,12,0.677450780551165,19.67162596,14.38266095,3.40301485,3.544,-,0.2801,Good
,1803,19133376,True external,-,1.26764369605025,12,0.686906357894996,19.67162596,13.52500616,3.688015207,3.6927,-,0.339,Good
,1804,19133377,True external,-,1.33235739252304,12,0.658937320389465,19.67162596,0,2.405952534,3.5068,-,0.1541,Good
,1805,19133381,True external,-,1.42672257954442,4,0.696677329311797,19.67162596,0,2.405952534,3.6897,-,0.1417,Good
,1806,19133383,True external,-,1.42073257259886,4,0.702599612142215,19.67162596,0,2.405952534,3.6967,-,0.1444,Good
,1807,19349602,True external,-,1.46966084829654,18,0,24.0751803,0,4.867263056,4.4528,-,0.6539,Moderate
,1808,19366143,True external,-,1.56323865593778,6,0,20.97371238,0,2.405952534,3.4589,-,0.1068,Good
,1809,19366180,True external,-,1.56403017781412,8,2.76997069099936,10.48685619,0,2.405952534,3.1941,-,0.291,Good
,1810,19366182,True external,-,1.60535538320044,8,2.68099879029407,10.48685619,0,2.405952534,3.14,-,0.2621,Good
,1811,19366202,True external,-,1.60535538320044,10,2.69715407053212,10.48685619,0,2.405952534,3.073,-,0.2725,Good
,1812,19371043,True external,-,1.46967140704115,25,-0.126455126,20.32266917,0,3.565668459,3.393,-,0.4854,Good
,1813,19377164,True external,-,1.53967976384295,10,2.89994778761807,15.07924107,0,1.871686598,3.1537,-,0.2242,Good
,1814,19387716,True external,-,1.68923659824778,6,0,0,0,1.622421019,1.8793,-,0.1159,Good
,1815,19433797,True external,-,1.26815608122581,6,3.14974563982765,5.243428095,0,2.014186776,3.1643,-,0.5417,Good
,1816,19710935,True external,-,1.80988607551585,1,0,1.55073396,0,2.746310879,2.5321,-,0.0918,Good
,1817,19777101,True external,-,1.3571374449132,14,0,28.85639572,14.38266095,3.118014493,3.6215,-,0.2796,Good
,1818,19786012,True external,-,1.83738050521606,4,0,10.48685619,15.01272411,3.443321712,2.6494,-,0.1279,Good
,1819,19786016,True external,-,1.67443624111764,0,0,0,0,1.622421019,2.1018,-,0.0668,Good
,1820,19794053,True external,-,1.62209281326688,4,0,20.97371238,0,1.907421376,3.2337,-,0.1039,Good
,1821,19802958,True external,-,1.73757372030769,4,2.66889222943376,0,0,2.619483335,2.6979,-,0.4031,Good
,1822,19820790,True external,-,1.64994418236556,4,0,20.97371238,0,1.622421019,3.0715,-,0.1192,Good
,1823,19879595,True external,-,1.58001604342341,4,0,20.97371238,0,1.622421019,3.1441,-,0.1085,Good
,1824,19899536,True external,-,1.44833611187378,4,0,0,0,1.622421019,2.1987,-,0.0971,Good
,1825,19899935,True external,-,1.47965964486577,0,0,5.243428095,0,1.622421019,2.5748,-,0.0566,Good
,1826,19899941,True external,-,1.46605755598562,0,0,5.243428095,0,1.622421019,2.589,-,0.0592,Good
,1827,19899942,True external,-,1.62990605524568,4,0,9.835812978,0,1.622421019,2.5175,-,0.0453,Good
,1828,19908020,True external,-,1.64646711840544,4,0,19.67162596,0,3.443321712,3.8593,-,0.2081,Moderate
,1829,19967668,True external,-,1.41753085335292,1,0,5.243428095,0,1.622421019,2.6049,-,0.0657,Good
,1830,19967670,True external,-,1.62570288754871,2,0,5.243428095,0,1.622421019,2.354,-,0.0439,Good
,1831,19967675,True external,-,1.56996545908562,0,0,5.243428095,0,1.622421019,2.481,-,0.0458,Good
,1832,19967677,True external,-,1.49604862161878,2,0,5.243428095,0,1.622421019,2.4887,-,0.0489,Good
,1833,19967678,True external,-,1.61046425335042,0,0,5.243428095,0,1.622421019,2.4389,-,0.0446,Good
,1834,19967679,True external,-,1.6162232236131,0,0,5.243428095,0,1.622421019,2.4329,-,0.0446,Good
,1835,19967683,True external,-,1.64226493778474,1,0,5.243428095,0,1.622421019,2.3713,-,0.044,Good
,1836,19967685,True external,-,1.7391588245438,0,0,5.243428095,0,1.622421019,2.3051,-,0.0554,Good
,1837,19969306,True external,-,1.44435424003694,4,0,5.243428095,0,1.622421019,2.4734,-,0.0592,Good
,1838,19969312,True external,-,1.62109403220089,1,0,5.243428095,0,1.622421019,2.3933,-,0.0431,Good
,1839,19969315,True external,-,1.66028653186616,2,0,0,0,1.622421019,2.0475,-,0.0727,Good
,1840,19969320,True external,-,1.79912944688582,1,0,5.243428095,0,1.622421019,2.2083,-,0.0695,Good
,1841,19987041,True external,-,1.57831421779607,4,0,39.21574851,0,2.357998965,4.4312,-,0.4633,Moderate
,1842,19987053,True external,-,1.60676733149817,6,0,31.46056857,19.63473836,4.327686015,4.1503,-,0.6043,Moderate
,1843,19987055,True external,-,1.5108158887074,8,0,20.97371238,19.16717792,5.300310748,4.1113,-,0.6978,Moderate
,1844,20071047,True external,-,1.56595898045069,4,0,20.97371238,0,1.907421376,3.292,-,0.1022,Good
,1845,20090285,True external,-,1.64550409379245,24,0,10.48685619,13.52500616,2.904483692,1.9595,-,0.3405,Good
,1846,20191283,True external,-,1.59551249130911,4,2.98825888971056,20.97371238,0,2.192421733,3.768,-,0.2528,Good
,1847,20217326,True external,-,1.60310581568624,8,3.13644324135546,10.48685619,15.51903207,4.114155213,3.4423,-,0.6024,Good
,1848,20228377,True external,-,1.83050570268085,10,0,6.371149901,28.7653219,3.616545652,1.8255,-,0.2683,Good
,1849,20228378,True external,-,1.50659141815674,14,0,6.371149901,28.7653219,3.616545652,2.024,-,0.2553,Good
,1850,20228379,True external,-,1.55165816330116,20,2.16367950357319,24.0751803,0,2.619483335,3.5179,-,0.2508,Good
,1851,20239897,True external,-,1.40243910101164,0,0,10.48685619,0,1.622421019,2.9256,-,0.0744,Good
,1852,20242157,True external,-,1.66144732120144,8,0,26.48720749,0,2.904483692,3.8054,-,0.1744,Good
,1853,20249640,True external,-,1.70697707230782,2,0,12.03759015,7.759516037,3.636238284,3.2839,-,0.1756,Good
,1854,20293871,True external,-,1.54862244727498,8,0,19.67162596,28.7653219,3.118014493,2.6407,-,0.3609,Good
,1855,20294860,True external,-,1.48080800424882,20,-0.106867101,10.48685619,0,3.565668459,3.0489,-,0.431,Good
,1856,20305952,True external,-,1.87718260672434,5,3.52966484822196,13.98746272,0.909874473,3.443321712,3.7003,-,0.4624,Good
,1857,20321769,True external,-,2.9138732610283,0,0,6.794162054,0,5.30614985,2.8869,-,0.4536,Good
,1858,20350862,True external,-,1.60593874216436,25,-0.121970248,15.07924107,0,4.191027162,3.2738,-,0.573,Good
,1859,20392442,True external,-,1.82517371606868,20,0,10.48685619,16.56347652,4.355593371,2.4807,-,0.2928,Good
,1860,20392445,True external,-,1.83192070525199,6,0,5.243428095,16.56347652,2.982437931,2.0444,-,0.0999,Good
,1861,20392450,True external,-,1.44804728474935,10,0,5.243428095,16.56347652,2.982437931,2.3052,-,0.1163,Good
,1862,20392461,True external,-,1.64348853931411,10,0,5.243428095,16.56347652,2.982437931,2.1021,-,0.0919,Good
